Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
1997,Science and engineering,0,Life sciences,0,Health sciences,1,1421
1997,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2032
1997,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,909
1997,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1123
1997,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4550
1997,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,198
1997,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,149
1997,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2148
1997,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,446
1997,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,208
1997,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1401
1997,Science and engineering,0,Psychology and social sciences,1,Total,0,7369
1997,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,434
1997,Science and engineering,0,Psychology and social sciences,0,Economics,1,1030
1997,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1106
1997,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,665
1997,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3557
1997,Science and engineering,0,Psychology and social sciences,0,Sociology,1,577
1997,Total,0,Total,0,All fields,1,42539
1998,Non-science and engineering,1,Total,0,Total,0,14040
1998,Non-science and engineering,0,Education,1,Total,0,6569
1998,Non-science and engineering,0,Education,0,Education administration,1,2066
1998,Non-science and engineering,0,Education,0,Education research,1,2584
1998,Non-science and engineering,0,Education,0,Other education,1,623
1998,Non-science and engineering,0,Education,0,Teacher education,1,342
1998,Non-science and engineering,0,Education,0,Teaching fields,1,954
1998,Non-science and engineering,0,Humanities and arts,1,Total,0,5352
1998,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,643
1998,Non-science and engineering,0,Humanities and arts,0,History,1,990
1998,Non-science and engineering,0,Humanities and arts,0,Letters,1,1599
1998,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2120
1998,Non-science and engineering,0,Other,1,Total,0,2119
1998,Non-science and engineering,0,Other,0,Business management and administration,1,1175
1998,Non-science and engineering,0,Other,0,Communication,1,373
1998,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,571
1998,Not available,1,Total,0,Total,0,4
1998,Not available,0,Not available,1,Total,0,4
1998,Not available,0,Not available,0,Not available,1,4
1998,Science and engineering,1,Total,0,Total,0,28592
1998,Science and engineering,0,Engineering,1,Total,0,5922
1998,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,241
1998,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,208
1998,Science and engineering,0,Engineering,0,Chemical engineering,1,670
1998,Science and engineering,0,Engineering,0,Civil engineering,1,587
1998,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1345
1998,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,229
1998,Science and engineering,0,Engineering,0,Materials science engineering,1,482
1998,Science and engineering,0,Engineering,0,Mechanical engineering,1,936
1998,Science and engineering,0,Engineering,0,Other engineering,1,1224
1998,Science and engineering,0,Life sciences,1,Total,0,8611
1998,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1266
1998,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5846
1998,Science and engineering,0,Life sciences,0,Health sciences,1,1499
1998,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2104
1998,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,927
1998,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1177
1998,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4566
1998,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,206
1998,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,125
1998,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2216
1998,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,470
1998,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,171
1998,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1378
1998,Science and engineering,0,Psychology and social sciences,1,Total,0,7389
1998,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,425
1998,Science and engineering,0,Psychology and social sciences,0,Economics,1,1001
1998,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1079
1998,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,662
1998,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3673
1998,Science and engineering,0,Psychology and social sciences,0,Sociology,1,549
1998,Total,0,Total,0,All fields,1,42636
1999,Non-science and engineering,1,Total,0,Total,0,13952
1999,Non-science and engineering,0,Education,1,Total,0,6554
1999,Non-science and engineering,0,Education,0,Education administration,1,2046
1999,Non-science and engineering,0,Education,0,Education research,1,2733
1999,Non-science and engineering,0,Education,0,Other education,1,589
1999,Non-science and engineering,0,Education,0,Teacher education,1,293
1999,Non-science and engineering,0,Education,0,Teaching fields,1,893
1999,Non-science and engineering,0,Humanities and arts,1,Total,0,5273
1999,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,626
1999,Non-science and engineering,0,Humanities and arts,0,History,1,1010
1999,Non-science and engineering,0,Humanities and arts,0,Letters,1,1516
1999,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2121
1999,Non-science and engineering,0,Other,1,Total,0,2125
1999,Non-science and engineering,0,Other,0,Business management and administration,1,1109
1999,Non-science and engineering,0,Other,0,Communication,1,379
1999,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,637
1999,Not available,1,Total,0,Total,0,1
1999,Not available,0,Not available,1,Total,0,1
1999,Not available,0,Not available,0,Not available,1,1
1999,Science and engineering,1,Total,0,Total,0,27147
1999,Science and engineering,0,Engineering,1,Total,0,5330
1999,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,206
1999,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,245
1999,Science and engineering,0,Engineering,0,Chemical engineering,1,576
1999,Science and engineering,0,Engineering,0,Civil engineering,1,506
1999,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1236
1999,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,211
1999,Science and engineering,0,Engineering,0,Materials science engineering,1,393
1999,Science and engineering,0,Engineering,0,Mechanical engineering,1,786
1999,Science and engineering,0,Engineering,0,Other engineering,1,1171
1999,Science and engineering,0,Life sciences,1,Total,0,8204
1999,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1216
1999,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5581
1999,Science and engineering,0,Life sciences,0,Health sciences,1,1407
1999,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1939
1999,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,856
1999,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1083
1999,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4285
1999,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,159
1999,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,124
1999,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2132
1999,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,420
1999,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,179
1999,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1271
1999,Science and engineering,0,Psychology and social sciences,1,Total,0,7389
1999,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,462
1999,Science and engineering,0,Psychology and social sciences,0,Economics,1,926
1999,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1134
1999,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,655
1999,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3668
1999,Science and engineering,0,Psychology and social sciences,0,Sociology,1,544
1999,Total,0,Total,0,All fields,1,41100
2000,Non-science and engineering,1,Total,0,Total,0,13987
2000,Non-science and engineering,0,Education,1,Total,0,6442
2000,Non-science and engineering,0,Education,0,Education administration,1,2036
2000,Non-science and engineering,0,Education,0,Education research,1,2667
2000,Non-science and engineering,0,Education,0,Other education,1,654
2000,Non-science and engineering,0,Education,0,Teacher education,1,261
2000,Non-science and engineering,0,Education,0,Teaching fields,1,824
2000,Non-science and engineering,0,Humanities and arts,1,Total,0,5462
2000,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,642
2000,Non-science and engineering,0,Humanities and arts,0,History,1,1061
2000,Non-science and engineering,0,Humanities and arts,0,Letters,1,1612
2000,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2147
2000,Non-science and engineering,0,Other,1,Total,0,2083
2000,Non-science and engineering,0,Other,0,Business management and administration,1,1065
2000,Non-science and engineering,0,Other,0,Communication,1,389
2000,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,629
2000,Not available,1,Total,0,Total,0,4
2000,Not available,0,Not available,1,Total,0,4
2000,Not available,0,Not available,0,Not available,1,4
2000,Science and engineering,1,Total,0,Total,0,27378
2000,Science and engineering,0,Engineering,1,Total,0,5323
2000,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,214
